ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,lat_id,lng_id
A-1878908,2,2020-12-02 21:10:00,2020-12-03 00:45:00,48.00657800000001,-122.485433,0.128,Langley,Island,WA,98260-9780,US/Pacific,KPAE,2020-12-02 20:53:00,49.0,46.0,39.0,29.55,10.0,SSE,7.0,0.0,Fair,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,48006,-122485
A-2538185,4,2019-01-14 21:21:16,2019-01-14 21:50:56,48.006646,-122.485084,0.557,Langley,Island,WA,98260-9743,US/Pacific,KPAE,2019-01-14 20:53:00,37.0,,86.0,29.95,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48006,-122485
A-2384919,2,2019-12-10 06:31:32,2019-12-10 07:01:11,48.00606,-122.17441,0.106,Everett,Snohomish,WA,98201,US/Pacific,KPAE,2019-12-10 06:28:00,38.0,31.0,100.0,29.5,2.0,S,9.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48006,-122174
A-250806,2,2021-12-20 19:33:00,2021-12-20 19:54:00,48.006681,-122.106996,0.4579999999999999,Lake Stevens,Snohomish,WA,98258,US/Pacific,KAWO,2021-12-20 19:56:00,27.0,27.0,92.0,30.04,9.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48006,-122106
A-988170,2,2021-12-20 19:18:30,2021-12-20 19:42:30,48.006681,-122.106996,0.4579999999999999,Lake Stevens,Snohomish,WA,98258,US/Pacific,KAWO,2021-12-20 18:56:00,26.0,26.0,96.0,30.03,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48006,-122106
A-130756,2,2016-06-21 15:28:49,2016-06-21 21:28:49,48.00758,-122.52434,0.319,Freeland,Island,WA,98249-3007,US/Pacific,KPAE,2016-06-21 15:53:00,64.9,,54.0,30.27,10.0,WNW,8.1,,Scattered Clouds,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,48007,-122524
A-104994,2,2016-12-06 12:54:48,2016-12-06 18:54:48,48.007264,-122.465005,0.024,Langley,Island,WA,98260-9708,US/Pacific,KPAE,2016-12-06 12:53:00,35.1,31.0,78.0,30.19,10.0,NW,4.6,,Clear,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,48007,-122465
A-388087,2,2021-11-28 18:55:30,2021-11-28 19:46:30,48.007521,-122.174461,1.822,Everett,Snohomish,WA,98201,US/Pacific,KPAE,2021-11-28 18:53:00,53.0,53.0,96.0,29.5,2.0,S,7.0,0.02,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48007,-122174
A-656157,2,2021-12-26 11:18:00,2021-12-26 14:51:00,48.007521,-122.174461,21.459,Everett,Snohomish,WA,98201,US/Pacific,KPAE,2021-12-26 11:06:00,22.0,9.0,92.0,28.8,0.25,NW,14.0,0.0,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48007,-122174
A-2151474,2,2020-06-28 20:22:00,2020-06-28 21:15:32,48.0075,-122.17448,0.0,Everett,Snohomish,WA,98201,US/Pacific,KPAE,2020-06-28 19:53:00,65.0,65.0,50.0,29.26,10.0,N,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48007,-122174
A-1588362,2,2021-02-01 00:01:16,2021-02-01 03:10:50,48.007203,-114.367787,0.391,Lakeside,Flathead,MT,59922,US/Mountain,KGPI,2021-02-01 00:55:00,31.0,31.0,89.0,27.01,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48007,-114367
A-1235273,2,2021-11-07 16:53:33,2021-11-07 18:11:06,48.00731500000001,-114.055568,0.1009999999999999,Bigfork,Lake,MT,59911-8418,US/Mountain,KGPI,2021-11-07 16:55:00,40.0,37.0,51.0,27.0,10.0,SW,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48007,-114055
A-1402353,2,2021-03-02 11:19:00.000000000,2021-03-02 15:03:59.000000000,48.007222,-114.05471599999998,0.0409999999999999,Bigfork,Lake,MT,59911-7184,US/Mountain,KGPI,2021-03-02 10:55:00,44.0,37.0,53.0,26.83,10.0,SSE,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48007,-114054
A-1113135,2,2021-12-07 06:33:09,2021-12-07 07:48:10,48.00756,-103.659192,1.003,Alexander,McKenzie,ND,58831,US/Central,KS25,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48007,-103659
A-2366477,2,2019-12-26 05:58:00,2019-12-26 07:11:22,48.0074,-92.83067,0.0,Orr,St. Louis,MN,55771-9009,US/Central,KORB,2019-12-26 05:54:00,30.0,30.0,100.0,28.32,1.0,CALM,0.0,0.04,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48007,-92830
A-183024,2,2017-04-11 09:50:43,2017-04-11 15:50:43,48.008994,-122.762627,0.0,Chimacum,Jefferson,WA,98325,US/Pacific,KOKH,2017-04-11 09:56:00,51.0,51.0,59.0,30.04,10.0,NNW,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48008,-122762
A-183025,2,2017-04-11 09:50:43,2017-04-11 15:50:43,48.008994,-122.762627,0.0,Chimacum,Jefferson,WA,98325,US/Pacific,KOKH,2017-04-11 09:56:00,51.0,51.0,59.0,30.04,10.0,NNW,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48008,-122762
A-135437,2,2016-08-01 10:27:50,2016-08-01 16:27:50,48.00895,-122.50703,0.0,Freeland,Island,WA,98249,US/Pacific,KPAE,2016-08-01 10:53:00,61.0,,75.0,30.1,10.0,West,4.6,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,48008,-122507
A-2465220,4,2019-09-17 17:17:15,2019-09-17 17:43:24,48.00895,-122.50703,0.8320000000000001,Freeland,Island,WA,98249,US/Pacific,KPAE,2019-09-17 16:53:00,58.0,58.0,90.0,29.1,6.0,SE,9.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,48008,-122507
A-2538186,4,2019-01-14 21:21:16,2019-01-14 21:50:56,48.008,-122.473199,0.557,Langley,Island,WA,98260-9708,US/Pacific,KPAE,2019-01-14 20:53:00,37.0,,86.0,29.95,10.0,Calm,,,Clear,False,False,False,False,False,False,False,False,True,False,False,False,False,Night,48008,-122473
A-708131,2,2021-03-23 17:13:00,2021-03-23 20:08:30,48.008545,-122.17431,7.9220000000000015,Everett,Snohomish,WA,98201,US/Pacific,KPAE,2021-03-23 16:53:00,50.0,50.0,48.0,29.79,10.0,NNW,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48008,-122174
A-1517551,2,2021-01-09 01:09:30,2021-01-09 03:53:00,48.008545,-122.17431,4.3580000000000005,Everett,Snohomish,WA,98201,US/Pacific,KPAE,2021-01-09 01:04:00,36.0,36.0,100.0,29.77,0.5,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48008,-122174
A-247774,2,2021-04-02 22:16:09.000000000,2021-04-03 00:55:13.000000000,48.008353,-116.66669,0.2289999999999999,Athol,Bonner,ID,83801,US/Pacific,KCOE,2021-04-02 21:56:00,47.0,44.0,50.0,27.59,10.0,S,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48008,-116666
A-614687,2,2021-09-14 20:41:12,2021-09-14 22:00:40,48.008424,-114.220141,0.2769999999999999,Lakeside,Flathead,MT,59922-9549,US/Mountain,KGPI,2021-09-14 20:55:00,62.0,62.0,60.0,26.82,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48008,-114220
A-1659327,2,2021-01-14 01:47:51,2021-01-14 03:10:56,48.008888,-114.003525,0.94,Bigfork,Lake,MT,59911-7332,US/Mountain,KGPI,2021-01-14 01:55:00,30.0,25.0,64.0,27.23,10.0,SSW,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48008,-114003
A-331787,2,2021-12-30 07:42:00,2021-12-30 09:54:45,48.009296,-124.38933,0.991,Forks,Clallam,WA,98331,US/Pacific,KUIL,2021-12-30 07:53:00,32.0,27.0,96.0,29.37,10.0,NNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48009,-124389
A-232083,2,2021-11-09 18:19:00,2021-11-09 18:39:00,48.009562,-122.86395,0.58,Port Townsend,Jefferson,WA,98368-9110,US/Pacific,KOKH,2021-11-09 17:56:00,47.0,42.0,80.0,30.0,10.0,SSE,12.0,0.08,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48009,-122863
A-284480,2,2021-11-21 13:00:00.000000000,2021-11-21 16:45:00.000000000,48.009562,-122.86395,0.58,Port Townsend,Jefferson,WA,98368-9110,US/Pacific,KOKH,2021-11-21 12:56:00,48.0,46.0,68.0,30.32,10.0,SE,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48009,-122863
A-849034,2,2021-06-30 17:30:46,2021-06-30 18:33:30,48.009556,-122.863937,1.774,Port Townsend,Jefferson,WA,98368-9110,US/Pacific,KOKH,2021-06-30 17:56:00,66.0,66.0,68.0,29.88,10.0,WSW,14.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48009,-122863
A-1049375,2,2021-11-21 13:00:00,2021-11-21 15:13:54,48.009562,-122.86395,0.369,Port Townsend,Jefferson,WA,98368-9110,US/Pacific,KOKH,2021-11-21 12:56:00,48.0,46.0,68.0,30.32,10.0,SE,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48009,-122863
A-2500307,4,2019-03-07 10:23:35,2019-03-07 10:53:03,48.009742,-114.054726,0.0,Bigfork,Lake,MT,59911-8538,US/Mountain,KGPI,2019-03-07 10:22:00,27.0,16.7,85.0,29.78,9.0,South,11.5,0.0,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48009,-114054
A-1444324,2,2021-10-26 16:10:00,2021-10-26 17:45:00,48.010693,-122.83012,1.607,Port Townsend,Jefferson,WA,98368,US/Pacific,KOKH,2021-10-26 15:56:00,56.0,56.0,77.0,29.63,8.0,SW,10.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48010,-122830
A-1736686,2,2020-12-27 00:24:00,2020-12-28 00:45:00,48.010551,-122.766773,0.075,Port Hadlock,Jefferson,WA,98339,US/Pacific,KOKH,2020-12-27 00:56:00,48.0,41.0,68.0,30.04,10.0,SE,22.0,0.0,Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48010,-122766
A-685946,2,2021-11-09 17:28:00,2021-11-10 16:45:00,48.011076,-122.863402,0.474,Port Townsend,Jefferson,WA,98368-9313,US/Pacific,KOKH,2021-11-09 17:56:00,47.0,42.0,80.0,30.0,10.0,SSE,12.0,0.08,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,48011,-122863
A-2834671,3,2019-07-31 15:02:36,2019-07-31 15:32:29,48.011273,-122.829878,0.406,Chimacum,Jefferson,WA,98325,US/Pacific,KOKH,2019-07-31 14:56:00,72.0,72.0,55.0,30.0,10.0,W,7.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48011,-122829
A-143495,3,2017-02-03 15:53:01,2017-02-03 21:53:01,48.011478,-122.76931100000002,0.092,Chimacum,Jefferson,WA,98325-8801,US/Pacific,KOKH,2017-02-03 15:56:00,38.0,33.0,79.0,29.4,7.0,E,6.0,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,48011,-122769
A-2336332,4,2020-02-11 12:33:05,2020-02-11 13:00:49,48.0112,-122.76855,4.239,Chimacum,Jefferson,WA,98325-8781,US/Pacific,KOKH,2020-02-11 12:56:00,47.0,40.0,74.0,30.26,9.0,SSE,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,48011,-122768
