ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,Distance(mi),City,County,State,Zipcode,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,lat_id,lng_id
A-2195585,4,2020-03-11 12:04:34,2020-03-11 12:33:40,24.58625,-81.69686,0.196,Key West,Monroe,FL,33040,US/Eastern,KEYW,2020-03-11 11:53:00,80.0,80.0,60.0,30.18,10.0,E,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24586,-81696
A-2685935,4,2018-02-04 02:34:48,2018-02-04 08:34:48,24.588543,-81.689799,0.166,Key West,Monroe,FL,33040,US/Eastern,KEYW,2018-02-04 02:53:00,72.0,,87.0,30.09,10.0,East,10.4,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24588,-81689
A-1417734,2,2021-06-07 17:33:09,2021-06-07 19:54:14,24.588812,-81.68690600000002,5.2170000000000005,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-06-07 17:53:00,84.0,84.0,69.0,30.04,10.0,ESE,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24588,-81686
A-1464971,2,2021-06-07 17:33:09,2021-06-07 19:32:37,24.588812,-81.68690600000002,5.2170000000000005,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-06-07 17:53:00,84.0,84.0,69.0,30.04,10.0,ESE,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24588,-81686
A-664625,2,2021-07-31 22:05:30,2021-08-01 00:56:00,24.58945,-81.682525,0.414,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-07-31 21:53:00,86.0,86.0,72.0,30.08,10.0,ESE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24589,-81682
A-407193,2,2021-06-07 17:33:09,2021-06-07 20:30:21,24.589512,-81.681389,4.88,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-06-07 17:53:00,84.0,84.0,69.0,30.04,10.0,ESE,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,True,False,False,False,Day,24589,-81681
A-1905673,2,2021-01-01 00:08:00,2021-01-01 02:43:31,24.589537,-81.678565,0.165,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-01-01 00:53:00,74.0,74.0,91.0,30.09,10.0,SE,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24589,-81678
A-1952469,2,2021-01-01 00:04:08,2021-01-01 01:10:45,24.589537,-81.678565,0.713,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-01-01 00:53:00,74.0,74.0,91.0,30.09,10.0,SE,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24589,-81678
A-535505,2,2021-10-15 13:00:00,2021-10-15 14:41:14,24.58969500000001,-81.675936,0.191,Key West,Monroe,FL,33040-5468,US/Eastern,KEYW,2021-10-15 13:00:00,82.0,82.0,76.0,29.94,10.0,E,7.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24589,-81675
A-656098,4,2021-07-31 21:59:00,2021-08-01 01:06:02,24.589555,-81.675937,0.145,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-07-31 21:53:00,86.0,86.0,72.0,30.08,10.0,ESE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24589,-81675
A-1574439,2,2021-02-11 17:18:00,2021-02-11 18:33:29,24.58969500000001,-81.675936,0.191,Key West,Monroe,FL,33040-5468,US/Eastern,KEYW,2021-02-11 16:53:00,80.0,80.0,74.0,29.96,10.0,E,10.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24589,-81675
A-2798562,4,2019-05-30 03:39:02,2019-05-30 04:07:06,24.590809,-81.670433,1.291,Key West,Monroe,FL,33040-5475,US/Eastern,KEYW,2019-05-30 03:41:00,80.0,80.0,87.0,29.93,10.0,ESE,15.0,0.02,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24590,-81670
A-2320962,4,2020-01-30 07:32:36,2020-01-30 08:02:35,24.59157,-81.6688,0.2319999999999999,Key West,Monroe,FL,33040,US/Eastern,KEYW,2020-01-30 07:53:00,72.0,72.0,84.0,29.94,9.0,NNW,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24591,-81668
A-2523904,4,2019-02-16 18:58:27,2019-02-16 19:27:58,24.593747,-81.664087,0.322,Key West,Monroe,FL,33040,US/Eastern,KEYW,2019-02-16 18:53:00,77.0,,71.0,29.9,10.0,SSE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24593,-81664
A-2523906,4,2019-02-16 19:35:12,2019-02-16 20:05:00,24.593747,-81.664087,0.322,Key West,Monroe,FL,33040,US/Eastern,KEYW,2019-02-16 19:53:00,77.0,,71.0,29.92,10.0,SSE,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24593,-81664
A-1854360,2,2020-09-27 00:39:00,2020-09-27 06:14:59,24.594563,-81.6622,0.196,Key West,Monroe,FL,33040,US/Eastern,KEYW,2020-09-27 00:53:00,85.0,85.0,74.0,30.0,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24594,-81662
A-1432369,2,2021-08-26 08:09:00,2021-08-26 09:24:15,24.594863,-81.66156600000002,0.045,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-08-26 08:14:00,76.0,76.0,91.0,29.93,10.0,NNE,8.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24594,-81661
A-1101631,2,2021-04-28 08:43:30,2021-04-28 10:01:00,24.595842,-81.659419,0.912,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-04-28 08:53:00,79.0,79.0,72.0,30.06,10.0,ESE,16.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24595,-81659
A-2523905,4,2019-02-16 18:58:27,2019-02-16 19:27:58,24.595771,-81.659472,0.322,Key West,Monroe,FL,33040-5686,US/Eastern,KEYW,2019-02-16 18:53:00,77.0,,71.0,29.9,10.0,SSE,5.8,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24595,-81659
A-476504,2,2021-06-07 17:33:09,2021-06-07 19:53:30,24.597789,-81.655151,1.794,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-06-07 17:53:00,84.0,84.0,69.0,30.04,10.0,ESE,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,24597,-81655
A-406080,2,2021-06-02 13:01:00,2021-06-02 14:23:35,24.599692,-81.65101800000002,0.288,Key West,Monroe,FL,33040-5671,US/Eastern,KEYW,2021-06-02 12:53:00,83.0,83.0,69.0,30.03,10.0,ESE,12.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,24599,-81651
A-555831,2,2021-12-21 12:35:00,2021-12-21 13:56:13,24.601611,-81.646956,0.147,Key West,Monroe,FL,33040-5671,US/Eastern,KEYW,2021-12-21 12:53:00,72.0,72.0,91.0,29.85,6.0,WSW,15.0,0.09,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24601,-81646
A-959869,2,2021-12-03 11:10:00.000000000,2021-12-03 12:34:37.000000000,24.601611,-81.646956,0.288,Key West,Monroe,FL,33040-5671,US/Eastern,KEYW,2021-12-03 10:53:00,74.0,74.0,71.0,30.14,10.0,NE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24601,-81646
A-2524777,4,2019-02-18 17:46:29,2019-02-18 18:16:09,24.602669,-81.644882,0.413,Key West,Monroe,FL,33040-5670,US/Eastern,KEYW,2019-02-18 17:53:00,81.0,,79.0,30.09,9.0,East,10.4,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24602,-81644
A-344142,2,2021-07-20 15:17:00,2021-07-20 16:55:29,24.603227,-81.64370600000002,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-07-20 14:53:00,88.0,88.0,72.0,30.02,10.0,SSE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24603,-81643
A-818723,2,2021-07-20 15:10:48.000000000,2021-07-20 16:17:56.000000000,24.603227,-81.64370600000002,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-07-20 14:53:00,88.0,88.0,72.0,30.02,10.0,SSE,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24603,-81643
A-1055365,2,2021-06-07 21:06:00,2021-06-07 22:46:05,24.603227,-81.64370600000002,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-06-07 20:53:00,82.0,82.0,74.0,30.05,10.0,E,17.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24603,-81643
A-1309874,2,2021-06-07 17:33:09,2021-06-07 19:47:08,24.603227,-81.64370600000002,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-06-07 17:53:00,84.0,84.0,69.0,30.04,10.0,ESE,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24603,-81643
A-1390077,2,2021-06-07 17:33:09,2021-06-07 20:24:27,24.603227,-81.64370600000002,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-06-07 17:53:00,84.0,84.0,69.0,30.04,10.0,ESE,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24603,-81643
A-1614590,2,2021-02-11 04:28:00,2021-02-11 05:43:17,24.603227,-81.64370600000002,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-02-11 04:53:00,75.0,75.0,87.0,30.01,10.0,ESE,9.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24603,-81643
A-1643402,2,2021-02-19 06:39:00,2021-02-19 08:41:59,24.603227,-81.64370600000002,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-02-19 06:53:00,77.0,77.0,90.0,30.08,10.0,SW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24603,-81643
A-1649612,2,2021-02-19 06:54:30,2021-02-19 07:59:00,24.603227,-81.64370600000002,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-02-19 06:53:00,77.0,77.0,90.0,30.08,10.0,SW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24603,-81643
A-1707386,2,2021-02-19 07:02:30.000000000,2021-02-19 07:23:30.000000000,24.603227,-81.64370600000002,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-02-19 06:53:00,77.0,77.0,90.0,30.08,10.0,SW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24603,-81643
A-1710002,2,2021-02-19 06:39:00,2021-02-19 08:21:58,24.603227,-81.64370600000002,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-02-19 06:53:00,77.0,77.0,90.0,30.08,10.0,SW,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24603,-81643
A-1085392,2,2021-12-03 11:05:00,2021-12-03 12:02:30,24.606054,-81.637658,1.05,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-12-03 10:53:00,74.0,74.0,71.0,30.14,10.0,NE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24606,-81637
A-2793584,4,2019-05-20 01:36:02,2019-05-20 02:05:28,24.623188,-81.602725,0.1,Lower Keys,Monroe,FL,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24623,-81602
A-2793583,4,2019-05-19 21:36:02,2019-05-19 22:05:28,24.624,-81.60141,0.1,Key West,Monroe,FL,33040,US/Eastern,KEYW,2019-05-19 21:53:00,82.0,82.0,74.0,30.0,10.0,E,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24624,-81601
A-990755,2,2021-06-07 17:41:00.000000000,2021-06-07 20:02:08.000000000,24.624298,-81.600898,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-06-07 17:53:00,84.0,84.0,69.0,30.04,10.0,ESE,15.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,24624,-81600
A-1350750,2,2021-06-07 17:41:00,2021-06-07 19:02:08,24.624298,-81.600898,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-06-07 17:53:00,84.0,84.0,69.0,30.04,10.0,ESE,15.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,24624,-81600
A-1411550,2,2021-06-07 18:09:09,2021-06-07 18:44:08,24.624298,-81.600898,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-06-07 17:53:00,84.0,84.0,69.0,30.04,10.0,ESE,15.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,24624,-81600
A-1563936,2,2021-02-19 06:52:00,2021-02-19 07:34:30,24.624298,-81.600898,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-02-19 06:53:00,77.0,77.0,90.0,30.08,10.0,SW,3.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,24624,-81600
A-1599336,2,2021-02-19 06:32:00.000000,2021-02-19 07:25:30.000000,24.624298,-81.600898,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-02-19 06:53:00,77.0,77.0,90.0,30.08,10.0,SW,3.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,24624,-81600
A-1637752,2,2021-02-19 06:27:00,2021-02-19 08:22:58,24.624298,-81.600898,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-02-19 06:53:00,77.0,77.0,90.0,30.08,10.0,SW,3.0,0.0,Partly Cloudy,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,24624,-81600
A-1945459,4,2020-10-17 00:17:00,2020-10-17 01:40:04,24.624298,-81.600898,3.057,Key West,Monroe,FL,33040,US/Eastern,KEYW,2020-10-17 00:53:00,79.0,79.0,82.0,29.98,10.0,NE,6.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Night,24624,-81600
A-1454048,2,2021-08-08 11:03:00,2021-08-08 11:24:00,24.626232,-81.597765,0.934,Lower Keys,Monroe,FL,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24626,-81597
A-1217682,2,2021-06-07 17:42:46,2021-06-07 19:12:14,24.628311,-81.59431,3.553,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-06-07 17:53:00,84.0,84.0,69.0,30.04,10.0,ESE,15.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24628,-81594
A-989490,2,2021-08-08 06:10:00,2021-08-08 08:25:33,24.629663,-81.59216500000002,1.652,Key West,Monroe,FL,33040-6414,US/Eastern,KEYW,2021-08-08 05:53:00,84.0,84.0,79.0,30.02,10.0,SE,8.0,0.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24629,-81592
A-1352267,2,2021-08-08 06:10:00,2021-08-08 08:05:32,24.629663,-81.59216500000002,1.652,Key West,Monroe,FL,33040-6414,US/Eastern,KEYW,2021-08-08 05:53:00,84.0,84.0,79.0,30.02,10.0,SE,8.0,0.2,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24629,-81592
A-1112037,2,2021-07-31 01:05:00,2021-07-31 05:10:44,24.629807,-81.591933,0.018,Key West,Monroe,FL,33040,US/Eastern,KEYW,2021-07-31 00:53:00,85.0,85.0,72.0,30.08,10.0,ESE,12.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24629,-81591
A-299261,2,2021-08-25 15:18:30,2021-08-25 16:49:09,24.633806,-81.58544300000001,1.529,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-08-25 14:53:00,91.0,91.0,52.0,29.97,10.0,ENE,21.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24633,-81585
A-1500416,2,2021-07-31 02:31:30,2021-07-31 03:15:30,24.63614500000001,-81.581413,0.759,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-07-31 02:28:00,87.0,87.0,63.0,30.06,10.0,SE,9.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,24636,-81581
A-594204,2,2021-08-24 14:26:00,2021-08-24 15:48:41,24.638168,-81.578079,0.552,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-08-24 14:53:00,92.0,92.0,62.0,29.99,10.0,E,18.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24638,-81578
A-1276414,2,2021-08-24 14:09:30.000000000,2021-08-24 15:14:00.000000000,24.638168,-81.578079,0.977,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-08-24 13:53:00,92.0,92.0,62.0,30.01,9.0,ESE,16.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24638,-81578
A-2787250,4,2019-05-06 09:40:17,2019-05-06 10:09:23,24.64337,-81.569654,0.265,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2019-05-06 09:53:00,85.0,85.0,69.0,29.99,10.0,SE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24643,-81569
A-558514,2,2021-08-25 15:19:00,2021-08-25 17:59:05,24.644942,-81.567075,0.069,Summerland Key,Monroe,FL,33042,US/Eastern,KNQX,2021-08-25 14:53:00,91.0,91.0,52.0,29.97,10.0,ENE,21.0,0.0,Partly Cloudy / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,24644,-81567
